summary,city,state,date_time,shape,duration,stats,report_link,text,posted,city_latitude,city_location,city_longitude
UFOs at the Cumberland River Edge.,Nashville,TN,2015-07-16T22:00:00,other,5 hours,"Occurred : 7/16/2015 22:00  (Entered as : 07/16/15 22:00) Reported: 7/17/2015 3:17:16 AM 03:17 Posted: 7/17/2015 Location: Nashville, TN Shape: Other Duration:5 hours",http://www.nuforc.org/webreports/120/S120446.html,"UFOs at the Cumberland River Edge. My friends and I sat at the edge of the Cumberland River and watched the stars above, and also looking at the skies (sic.  sky's) reflection in the water. No star had a reflection in the water but one.  I attempt to seek the star creating the reflection.  To my slight right on the opposite bank we were sitting, one of the stars begins to shift oddly in the sky and I immediately let my two friends know that one of the stars was not a star. We kinda freaked out a bit because its flight pattern was abnormal from what we generally are exposed to in the sky.  Plus we just learned something!  As it reached the near edge of the other side of the river, we got a decent look of the lights.  (Well, any view is a decent look.)  It was, oddly enough, the shape of a Mercedes Benz symbol minus the circle.  All I could explain it as is just three streaks of light coming from one point in the sky as it settles above the trees.  It sat there for a while, and then it just went up until it was out of our view.  After that, three more followed suite. All were the same shape. There was one of the same shape to our left higher than the others.  As time went by, it descended down and just stood still.  Felt like we were being monitored, but just slightly.  We kept a visual on it the minute we saw it.  It stayed with us the longest out of all. About 1:30, we see one of them descend behind the trees with its lights shining brighter and closer than before any of the others.  No more were seen afterwards.  The sky was quickly covered in clouds around 3:00.",2015-07-17T00:00:00,36.131700042408816,POINT(-86.77681348600586 36.131700042408816),-86.77681348600586
sudden burst of brilliant yellow light,Nashville,TN,1975-06-01T23:59:00,light,seconds,"Occurred : 6/1/1975 23:59  (Entered as : 1975 midnight) Reported: 12/16/2000 13:07 Posted: 3/21/2003 Location: Nashville, TN Shape: Light Duration:seconds",http://www.nuforc.org/webreports/015/S15471.html,"sudden burst of brilliant yellow light a friend and I were moving an old floor model Atwater-Kent radio from one apartment to another. it was midnight and we were on the side walk with the radio when all of a sudden we were bathed in a brilliant yellow glow that covered the whole apartment parking lot. We were so startled by the sudden burst of light that we dropped the radio on the sidewalk.We looked up to see a blinding yellow glow moving off into the distant sky. The sky reminded me of a black top road with a freshly painted yellow line down the middle as this light flew off into the night. Then the yellow hue we were standing in started to fade away as if someone were working a dimmer switch. This ""thing"" made no noise what so ever. When we plugged in the radio laterit never worked better. ((NUFORC Note:  Date is approximate.  PD))",2000-12-20T00:00:00,36.131700042408816,POINT(-86.77681348600586 36.131700042408816),-86.77681348600586
"We seen a couple of them, then more came out of nowhere! They were in a circle at first then the started to fly really close. After tha",Memphis,TN,2015-07-01T23:00:00,disk,1 hour,"Occurred : 7/2/2015 23:00  (Entered as : 07/02/15 23:00) Reported: 7/1/2015 10:22:52 PM 22:22 Posted: 7/3/2015 Location: Memphis, TN Shape: Disk Duration:1 hour",http://www.nuforc.org/webreports/119/S119949.html,"We seen a couple of them, then more came out of nowhere!   They were in a circle, at first, then the started to fly really close. After that they formed a straight line.  They had at least 4 different colors down the side if it.",2015-07-03T00:00:00,35.12547266265736,POINT(-89.9269248223065 35.12547266265736),-89.9269248223065
The photo I took had a total of three objects.,Hutto,TX,2015-07-25T16:45:00,triangle,5 minutes,"Occurred : 7/25/2015 16:45  (Entered as : 07/25/2015 16:45) Reported: 7/25/2015 3:51:02 PM 15:51 Posted: 7/31/2015 Location: Hutto, TX Shape: Triangle Duration:5 minutes",http://www.nuforc.org/webreports/120/S120646.html,"The photo I took had a total of three objects. Driving along, my husband noted something in the sky.  I took several photos with my phone to try to figure out what it was.  I saw one in the sky white color triangular shaped.   I was viewing photos and noticed 2 other objects, same color disc shaped above triangular object.it occurred in Hutto,Tx on Saturday July 25, 2015.  The time of the event was around 4:45 pm.  The day was clear and sunny.   I took several photos of occurrence with my phone.",2015-07-31T00:00:00,30.542699999999982,POINT(-97.54669999999996 30.542699999999982),-97.54669999999996
"Witnessed 15 Flame Orbs in Seabrook, Texas.",Seabrook,TX,2015-07-28T19:57:00,formation,5 minutes,"Occurred : 7/28/2015 19:57  (Entered as : 09/28/15 19:57) Reported: 7/29/2015 5:47:18 PM 17:47 Posted: 7/31/2015 Location: Seabrook, TX Shape: Formation Duration:5 minutes",http://www.nuforc.org/webreports/120/S120729.html,"Witnessed 15 Flame Orbs in Seabrook Texas. On July 28th, 2015, at 7:57 pm EST, I witnessed 9-15 ufo's flying over Galveston Bay. I was going outside to get my dogs ready for a walk when I saw a bunch of orange-red lights swirling and dancing about 10 miles East from where my house sits, which would put them over Galveston Bay. I didn't know what i was looking at at first, thinking they might be small aircrafts, but more than I've ever seen in one place.  When i tried to focus on them, all i could see was balls of light, no structure to speak of. I called my father out to watch them and ask him if he knew what they were.  They didn't look like standard air craft, no red and blue signal lights and they seemed to make no sound.  We watched them for 4 min, about 15 light globes in total, maybe more, and they moved around each other as if bouncing or bobbing.  They headed south to north, and when they got about 30° north of due east, they disappeared, one at a time.  They moved in clusters of 4 to 5, swirling and bobbing around each, but not smooth or precise. Almost drunkenly.  After the main ""swarm"" disappeared, one more rose up and floated the same path, bopping and bouncing like the others and disappeared around the area as the rest.  They moved more like living creatures than aircrafts, almost like giant orange fireflies.  Total event was 4-5 min, from initial sighting to the disappearance of the final ""straggler.""",2015-07-31T00:00:00,29.58129999999996,POINT(-95.02729999999988 29.58129999999996),-95.02729999999988
"I saw a star like object flickering strangely. I got up and saw it was rapidly flashing red green orange white blue, no real pattern i.",Lewisville,TX,2015-08-02T00:13:00,circle,30 minutes,"Occurred : 8/2/2015 00:13  (Entered as : 08/2/15 0:13) Reported: 8/2/2015 10:47:03 AM 10:47 Posted: 8/6/2015 Location: Lewisville, TX Shape: Circle Duration:30 minutes",http://www.nuforc.org/webreports/120/S120827.html,"I saw a star like object flickering strangely.  I got up and saw it was rapidly flashing red green orange white blue, no real pattern i could see.  I got my wife, and we watched it dart down diagonally.  It stayed there for about 30 minutes until it moved from its location very quickly and was gone.",2015-08-06T00:00:00,33.04473351498635,POINT(-97.01126376021801 33.04473351498635),-97.01126376021801
"This object moved across the sky leaving no smoke trail, vabor trail, no sound or never changed direction, sighted for 20 min.",San Antonio,TX,2000-09-12T19:30:00,other,15 Min.- 20 Min.,"Occurred : 9/12/2000 19:30  (Entered as : 9-12-00 19:30pm) Reported: 9/14/2000 06:26 Posted: 2/25/2003 Location: San Antonio, TX Shape: Other Duration:15 Min.- 20 Min.",http://www.nuforc.org/webreports/014/S14114.html,"This object moved across the sky leaving no smoke trail, vabor trail, no sound or never changed direction, sighted for 20 min. On September 13, 2000 at 7:30 pm (cdt) my wife and I saw as best as we can describe was a comet like object with no smoke trail, sound or vabor trail or direction change, moving in a  northwest to southeast direction. The sky was partly cloudy with the sunseting and thunderstorms moving in from the north-norteast. At first glance this object looked like a long narrow cloud hovering with the setting sun eluminating the object very brightly. As I stood there and stared at this object, it was then that I realized this object was moving. At this time I tried to determine speed and altitude of the object. My best guess would have to be at least at an airliner cruising altitude of 30-40 thousand feet but traveling much slower then any comet or any space debris entering the earth atmosphere I have ever expirence in my liftime. The object made no noise, not that any could or would be heard at that estamated altitude. Left no trailing smoke or any other evedience of any kind of trail, and made no directional changes (up, down or side to side, turning). I dont know if this ""sighting"" qualifies as a ""UFO"" sighting (Alein craft) but it sure was an unusual sight in the skies that evening. The TV stations made no reports that evening. I just like to know what this thing was. We lost sight of the object as it moved closer to the horizon and are view was blocked by trees and houses. ((NUFORC Note:  Anonymous report.  Our only guess is that the witnesses might have been looking at a high-altitude aircraft, but it would be unusual for one to be visible for 15-20 minutes.  We have no idea what they were looking at.  PD))",2000-09-17T00:00:00,29.488865917140618,POINT(-98.47524044355946 29.488865917140618),-98.47524044355946
Videotaped a floating cylinder while taking pictures of planes leaving trails in the sky.,Houston,TX,2000-09-14T07:51:00,cylinder,20 min.,"Occurred : 9/14/2000 07:51  (Entered as : 09/14/00 07:51) Reported: 9/15/2000 13:24 Posted: 2/25/2003 Location: Houston, TX Shape: Cylinder Duration:20 min.",http://www.nuforc.org/webreports/014/S14129.html,"Videotaped a floating cylinder while taking pictures of planes leaving trails in the sky. I was taking pictures of planes spraying contrails {chemtrails} when I noticed an odd floating type cylinder, it appeared to rotate. I took some still photographs of the object but ran out of film. Plus I was shaking so bad I know those photos probably won't be that good. So I hauled butt upstairs and got the video camera. I got to film this object for at least three minutes before it passed over the roof of the townhome. The battery to the camera was dead so I had to use the ac adapter and film it out of the window. After it passed overhead I went downstairs and watched it for another five minutes. It floated and move very high in the sky and appeared to stop, but it continued to rotate. I could clearly see it rotate and change color from white to like a brownish color. I could have contiued to watch, but it was very sunny and my neck was hurting from looking up so long, so I went back inside. Later I was having a smoke out of the window when I noticed another plane leaving a trail in the sky I noticed high up to the west another of these strange objects, so I ran downstairs and tried to image that object as well. But it was too small and the camera would not focus on the blue sky. But I can verify it was the same thing, It was rotating and changing color like the other object, it might have been the same one. I saw it rotate to my left and it dissapeared. ((NUFORC Note:  We do not understand how witnesses are able to distinguish the alleged ""chemtrails"" from genuine contrails.  However, this fact may not have any bearing on the other aspects of the report.  PD))",2000-09-17T00:00:00,29.777493696652666,POINT(-95.4512204483613 29.777493696652666),-95.4512204483613
Seems like they want me to see them.,Sulphur Springs,TX,2014-09-01T07:00:00,rectangle,1 minute,"Occurred : 9/1/2014 07:00  (Entered as : 09012014 07:00) Reported: 7/18/2015 7:37:06 PM 19:37 Posted: 7/23/2015 Location: Sulphur Springs, TX Shape: Rectangle Duration:1 minute",http://www.nuforc.org/webreports/120/S120484.html,"Seems like they want me to see them. Saw one while going through a neighborhood on way to taking kids out, didn't hear anything but something told me to look up.  Just as I did there was a slow low moving ufo the size of a RV coming over a house and tree.  It was moving very very slow.  It was maybe a foot or two from touching the top of the tree.  I screamed look and everyone looked out the window.   It had a pure solid gold bottom the rest was like a black onyx looking material, it had green red and white lights that flashed in a sequenced pattern.  It faded away.  This is the second ufo I've seen within a year,   First one is the Thanksgiving before,  We walked outside, something said look up.  Right when I did a neon blue dot streaked across sky stopped long enough for us to see then darted off.",2015-07-23T00:00:00,33.14722000000002,POINT(-95.59974999999991 33.14722000000002),-95.59974999999991
"Silver oval suspended at angle 100 yards away at dawn after seeing dozens of lights, moved towards us then shot away quickly.",Spicewood,TX,2009-06-01T06:00:00,oval,1-2 hours,"Occurred : 6/1/2009 06:00  (Entered as : 06/01/2009 6:00) Reported: 7/10/2015 4:46:13 PM 16:46 Posted: 7/17/2015 Location: Spicewood, TX Shape: Oval Duration:1-2 hours",http://www.nuforc.org/webreports/120/S120272.html,"Silver oval suspended at angle 100 yards away at dawn after seeing dozens of lights, moved towards us then shot away quickly. Woke up from a bad dream with a sensation of being pinned down on the ground.  My distress woke up my brother and boyfriend.  My brother was acting panicked and told us to look up through the tent.  There were dozens of lights, moving in a way we had never seen.   After around ten minutes, they all moved out of line of view very quickly.  The sun was about to come up so we stepped out of the tent.  There was a shiny, smooth, silver oval suspended in the sky at an angle with no visible lines or orifices.  It stayed about 100 yards suspended for at least ten minutes.   The sky became very clear and blue by this point.  It began moving towards us but then slowly backed away before shooting out of sight very quickly. ((NUFORC Note:  Witness indicates that the date of the event is approximate.  PD)) ((NUFORC Note:  Witness indicates that the date is approximate.  PD)",2015-07-17T00:00:00,30.44603684210525,POINT(-98.13584210526318 30.44603684210525),-98.13584210526318
Lights over Haltom City.,Haltom City,TX,2015-07-09T22:00:00,circle,2 minutes,"Occurred : 7/9/2015 22:00  (Entered as : 07/09/2015 22:00) Reported: 7/10/2015 6:21:27 PM 18:21 Posted: 7/17/2015 Location: Haltom City, TX Shape: Circle Duration:2 minutes",http://www.nuforc.org/webreports/120/S120275.html,"Lights over Haltom City. Went to the back yard to let the dogs out.  My wife and I looked to the southwestern sky and we saw what looked like at first a bright star, but it began to move very fast.   It moved heading north.  Then it got brighter for like 6 seconds.  Then dimmed down a bit then turned bright orange.  And disappeared like nothing happen.   Then a minute later two more lights came out of the northern sky.  They turn bright orange and disappeared.  Very strange.  Definitely not a plane. ((NUFORC Note:  Witness elects to provide no contact information.  PD))",2015-07-17T00:00:00,32.8034,POINT(-97.26649999999997 32.8034),-97.26649999999997
"MY SISTER AND MYSELF WERE WALKING TO A FAMILY STORE ABOUT 3 BLOCKS FROM MY HOUSE, WENT WE WERE HALF WAY THERE A SAUSER SHAPE OBJECT APP",Houston,TX,1976-03-24T21:00:00,disk,5 MINS.,"Occurred : 3/24/1976 21:00  (Entered as : 3/24/76 21:00) Reported: 12/27/2000 21:29 Posted: 2/25/2003 Location: Houston, TX Shape: Disk Duration:5 MINS.",http://www.nuforc.org/webreports/015/S15642.html,"MY SISTER AND MYSELF WERE WALKING TO A FAMILY STORE ABOUT 3 BLOCKS FROM MY HOUSE, WENT WE WERE HALF WAY THERE A SAUSER SHAPE OBJECT APPEARED ABOUT A 100 FT. ABOVE US. RIGHT AT THAT MOMENT A BLUE LIGHT SHINED FROM THE BOTTEM OF THE CRAFT, MY SISTER RAN AWAY BUT I COULD NOT MOVE, I REALLY DON;T KNOW HOW MUCH TIME I STAYED THERE BUT I THINK IT WAS ABOUT 3 TO 5 MINS. I WOULD REALLY LIKE TO FIND SOME ONE TO HELP ME RELIVE THE THE EVENT, MAYBE THOUGH A DOCTOR, BUT I CANNOT FIND ONE HERE TO HELP ME. THEY DON'T BELIVE ME.",2001-01-03T00:00:00,29.777493696652666,POINT(-95.4512204483613 29.777493696652666),-95.4512204483613
"Triangle, colored lights, cow mutilations, disappeared.",Big Sandy,TX,1974-10-15T20:00:00,triangle,90 minutes,"Occurred : 10/15/1974 20:00  (Entered as : 10/15/1974 20:00) Reported: 7/4/2015 9:43:13 AM 09:43 Posted: 7/6/2015 Location: Big Sandy, TX Shape: Triangle Duration:90 minutes",http://www.nuforc.org/webreports/120/S120015.html,"Triangle, colored lights, cow mutilations, disappeared. I had a reflector telescope and was search the night sky for planets.  Just above the northern horizon, I saw an odd looking ""star.""  I turned my telescope toward it and focused in.   What I saw was a triangle (upright) with yellow, blue, red, white lights.  There was also a mist falling downward from the object (like you might see coming off a refrigerator freezer in high humidity when you open the door).  There was also a halo around the object.  I ran to the house and got my uncle.  He looked too and say the same thing.  We observed the object for the next 1.4 hours.  It did not move and we went inside after it disappeared (as if the lights just turned off). At that time in East Texas, we had many cow mutilations and the next morning, the farm report told of a cow mutilation in the same area where we say this object. I did not see the object again even after monitoring the next two nights. Thanks",2015-07-06T00:00:00,32.636511111111105,POINT(-95.11137777777779 32.636511111111105),-95.11137777777779
Orb in the sky.,Houston,TX,2013-02-15T01:00:00,flash,2 minutes,"Occurred : 2/15/2013 01:00  (Entered as : 2 years ag 1:00) Reported: 6/28/2015 1:44:34 PM 13:44 Posted: 7/3/2015 Location: Houston, TX Shape: Flash Duration:2 minutes",http://www.nuforc.org/webreports/119/S119805.html,"Orb in the sky. I was driving home from my night shift at the Houston Chronicle, around 1 a.m.  I was on Interstate 10 right where it intersects 610, the night sky was clear, the Houston air disgustingly sick and muggy as usual.  Where those two highways intersect, there is an area of commerce called the Marq’E. While driving, I saw a glowing light in the sky.  The light was neon-green ish in color and nothing else around it. It was more of an orb; the shape resembled a low-hanging star, but there’s no way a star would appear this low.  It was hard to judge exactly how high up in the sky this orb was, and I wasn’t in the position to stop my vehicle to better gauge its positioning from the highway.   Houston drives are horrible, so, all I could do was stare in awe and wonder.  The orb had a luminous glow around it, as the clear Houston sky that held it, showed some of the green rays permeating from it.  Have you ever been on your back in the grass at night just staring up at the sky and admiring the stars?  This is what this orb reminded me of, star gazing.  I gazed, while avoiding not crashing, almost making eye contact with the light.  And then, just like that in the blink of an eye, the orb shot downward, out of view disappearing. ((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",2015-07-03T00:00:00,29.777493696652666,POINT(-95.4512204483613 29.777493696652666),-95.4512204483613
"Round lights,blMulticolored lights moving in circles on and around reswidence",Timpson,TX,2015-07-03T21:00:00,light,1hour 30 min,"Occurred : 6/1/1958 22:00  (Entered as : 1958 2200) Reported: 12/14/2000 09:35 Posted: 2/25/2003 Location: Timpson, TX Shape: Light Duration:1hour 30 min",http://www.nuforc.org/webreports/015/S15451.html,"Round lights,blMulticolored lights moving in circles on and around reswidence Multicolored lights moving in circles on residence & grnd. ((NUFORC Note:  Date is approximate.  PD))",,31.8895,POINT(-94.4362 31.8895),-94.4362
My husband ran into the house and said a huge bright light. He said it was dimming and then very bright.I witnessed a yellow ball and i,Cypress,TX,2015-06-24T22:30:00,sphere,1 hour,"Occurred : 6/24/2015 22:30  (Entered as : 06/24/15 22:30) Reported: 6/24/2015 7:40:25 AM 07:40 Posted: 7/3/2015 Location: Cypress, TX Shape: Sphere Duration:1 hour",http://www.nuforc.org/webreports/119/S119739.html,"My husband ran into the house and said a huge bright light.  He said it was dimming and then very bright.   I witnessed a yellow ball and it did not move.   The ball would dim,  and be gone,  and then it became bright again.  Never moved",2015-07-03T00:00:00,29.976476587301658,POINT(-95.6905196428565 29.976476587301658),-95.6905196428565
"I WAS WALKING OUT MY BACK DOOR AND LOOKED UP AND SAW A SHAPE MOVING FROM SOUTH TO NORTH ABOUT AS FAST AS A SMALL PLANE, IT WAS CHANGING",Houston,TX,1996-03-15T18:00:00,changing,15 MIN,"Occurred : 3/15/1996 18:00  (Entered as : 03/15/96 18:00) Reported: 12/22/2000 14:14 Posted: 2/25/2003 Location: Houston, TX Shape: Changing Duration:15 MIN",http://www.nuforc.org/webreports/015/S15609.html,"I WAS WALKING OUT MY BACK DOOR AND LOOKED UP AND SAW A SHAPE MOVING FROM SOUTH TO NORTH ABOUT AS FAST AS A SMALL PLANE, IT WAS CHANGING SHAPE AS IT CROSSED MY FIELD OF VEIW I THEN KNOCKED ON MY NEIGHBORS DOOR SO HE COULD GET A LOOK AT IT HE GRABBED HIS CAMERA A DISPOSABLE AND STARTED TO TAKE PICTURES WHEN THE OBJECT MOVED TO THE FRONT OF OUR APT WE RAN TO THE FRONT AND TOOK MORE PHOTOS WHEN MY NEIGHBOR HAD THE PICTURES DEVELOPED THE OBJECT DID NOT SHOW UP IN ANY OF THE SHOTS BUT OTHER STRANGE THINGS DID IN ONE OF THE SHOTS THERE WAS A BLUE ALMOST TRANSPARENT BALL OF LIGHT JUST BELOW THE TREE LINE AND IN ANOTHER ONE AMONG THE FIRST TAKEN ON THE BACK PATIO WITH ROUND WHITE SHAPES AGAINST A BLU SKY WE EXAMEND THE NEGATIVES AND FOUND NOTHING IF YOU SEEN THIS SAME OBJECT PLEASE POST IT ((NUFORC Note:  Date is approximate.  PD))",2001-01-03T00:00:00,29.777493696652666,POINT(-95.4512204483613 29.777493696652666),-95.4512204483613
"Central Texas Sighting in Fall of 1997. Pulsing, single craft at EXTREME SPEEDS.",Stephenville,TX,1997-10-15T20:45:00,circle,10 minutes,"Occurred : 10/15/1997 20:45  (Entered as : 10/00/97 8:45) Reported: 12/21/2000 19:07 Posted: 2/25/2003 Location: Stephenville, TX Shape: Circle Duration:10 minutes",http://www.nuforc.org/webreports/015/S15596.html,"Central Texas Sighting in Fall of 1997. Pulsing, single craft at EXTREME SPEEDS. On a Fall night in 1997 I witnessed a pulsating object in the western sky. It was an extremely calm night. No wind. The object started out as a red light hovering very high in the sky. It stayed in that position for sometime. At this point it did not look suspicious. As we topped a hill, I called this object to the attention of all the members in our car. We stopped at the top and all 7 of us noticed a pulsing red light. It would also show some white pulsing. After about 10 minutes the object jumped across the sky due north. It appeared to travel at an extreme rate of speed. It burned a red light then shot across the sky. It also traveled up, way up to what seemed 40,000 feet or higher, higher than any aircraft we have spotted. It shot back at the same extreme rate of speed. The children were extremely frightened. This action did not seem reasonable for an airplane or any other known aircraft. We watched as it shot straight up and due north, then disappeared. I went outside later that night, the air was crisp and I noticed the lack of wind. I have spotted similar objects in the night sky, without the movement, always on calm nights without clouds or wind. I swear this sighting to be the truth. I am a teacher and would not have believed this had I not seen it with my own eyes. The exact date of the month I cannot recall, it was a week or so before Halloween. It started before sundown and continued for 10 to 15 minutes. Did anyone else see this? I was in central Texas and felt sure that any state west of us could have also experienced this. It was a single craft, with pulsing lights, red off and on. Very unusual. Very. ((NUFORC Note:  Date in October 1997 is approximate.  PD))",2001-01-03T00:00:00,32.286813513513536,POINT(-98.19515675675684 32.286813513513536),-98.19515675675684
"Very high daylight disc moving south to north, with no deviation of course or altitude or speed.",Merkel,TX,1974-06-10T14:30:00,disk,5 minutes,"Occurred : 6/10/1974 14:30  (Entered as : 06/10/74 1430) Reported: 12/13/2000 00:31 Posted: 2/25/2003 Location: Merkel, TX Shape: Disk Duration:5 minutes",http://www.nuforc.org/webreports/015/S15435.html,"Very high daylight disc moving south to north, with no deviation of course or altitude or speed. Visiting potential inlaws (year before marriage)in rural area a very few miles south of Merkel, near Abilene, TX.  After lunch, while family members visited in ranch house, I went checking promising areas along small stream for archeological remains.  Found site with surface artifacts a few hundred yards north and a bit west of house, which itself had surficial artifacts due north.  Site was across road from area north of house, perhaps 300 yards.  After about 30 minutes of exploring, I looked up and saw disc-shaped object almost directly overhead, a little north and east of me.  Note here that surveying surface sites requires intense scrutiny of the ground, and therefore occasional reorientation of the head and neck in order to avoid muscle pain.  I had looked up several times while changing orientation, but sometimes looked east, or west, or NE, etc.  This time it was due north.  Object was moving due north, not especially fast but easily at same speed as a commercial jet.  Shape was perfectly circular, with no visible evidence of thickness --looked to me as if it were an extremely thin disc.  It moved due north at regular speed with no variation at all.  Neve rmoved from course.  Color silver-gray, as if brushed aluminum.  Not shiny or reflective -- gray on bottom, which was obviously in shadow.  No glow, no lights, no features of any kind.  As object continued north, it grew more ""oblong,"" that is, its N-S dimension shrank in relation to its E-W dimension, which did change.  It looked like a dime held at arm's length, but somewhat smaller.  As it went north, it got smaller in both directions, but it never gave any indication of thickness and did, indeed, seem rather thin in relation to its width.  Also did not change color or shade, but did seem to get somewhat darker as it went north.  Object disappeared into some high, fine clouds at a point very far north of me.  Estiamte of speed -- 600 to 1000 mph.  Sound -- none.  Lights -- none.  Colors other than gray -- none.  Movement to sides -- none.  C! hange in altitude -- none.  Change in direction -- none.  Decorations or discernible features: none.  Protuberances -- none.  Shape -- perfectly circular but thin, not spherical.  Upper superstructure -- possible, just not visible.  Lower shape -- unknown; looked flat but could have been either concave or convex; if so, not by much.  Duration of sighting -- about 3 minutes maximum, probably a minute less.  I recall removing my eyes long enough to light a cigarette, look around to see if anyone else was in sight, and returnig my gaze until it disappeared.   No one else around.  Sky -- clear except for very high, very thin, very fine, long feather-shaped clouds in parallel orderly arrangements that some people now seem to think represent ""chemtrails"" or other manipulation of the weather.  Back then, we recognized these cloud features as being normal for summer or late spring.  Object was above these clouds, which according to qualified resources not given to paranoia usually appear in the 30,000 - 36,000 feet elevations.  That means object was higher than 36000 feet and therefore was pretty damned big.  Speed may well have been in excess of 1500 mph.  No other objects in sky.  Nearby to NE was an AFB with a SAC detachment.  No planes scrambled.  Note that the object was perfectly clearly limned or delineated -- edges crisply defined.  No wings, no fuselage, no engines, no cockpit, no rudder, no tail, and no question about any of it.  No contrails.",2000-12-20T00:00:00,32.4546,POINT(-100.0233 32.4546),-100.0233
I was in the car driving home when my friend asked me what some lights in the night sky are.  It was in the general area of Love field,Dallas,TX,2015-06-28T22:00:00,light,1.5 hours,"Occurred : 6/28/2015 22:00  (Entered as : 6/28/2015 22:00) Reported: 6/29/2015 1:55:03 PM 13:55 Posted: 7/3/2015 Location: Dallas, TX Shape: Light Duration:1.5 hours",http://www.nuforc.org/webreports/119/S119887.html,"I was in the car driving home when my friend asked me what some lights in the night sky are.  It was in the general area of Love Field, so I assumed the lights came from landing lights. There were two lights in the sky one was much brighter and lower than the other.  The lights were white like a star,  but much too close to be venus or any star..... to me they looked like meteors coming in.   they didn't move at all for over an hour and a half.  I checked later in the night to see if they were still there.  It had become cloudy,  high clouds and I could not see any stars anymore. Any one else see this?",2015-07-03T00:00:00,32.835168077433146,POINT(-96.80811785917246 32.835168077433146),-96.80811785917246
"Large, wispy clouds passing over greenbelt area that hum/buzz continuously as a bee swarm would sould.  There is a low frequency tone t",Austin,TX,2015-06-29T08:00:00,other,continuous x3 days,"Occurred : 6/29/2015 08:00  (Entered as : 06/29/2016 08:00) Reported: 6/29/2015 6:34:04 AM 06:34 Posted: 7/3/2015 Location: Austin, TX Shape: Other Duration:continuous x3 days",http://www.nuforc.org/webreports/119/S119820.html,"Large, wispy clouds passing over Greenbelt area that hum/buzz continuously as a bee swarm would sound.  There is a low frequency tone that emanates from them as well as squeaks of metal on metal, like boats sound in a harbor.  The tones are definitely songs.   The charge bugle call, a theme from the Hunger Games, and this morning,  Close encountrrs.  Rocky, too.  Four days--AM and Pm.",2015-07-03T00:00:00,30.308469443732346,POINT(-97.76011171494545 30.308469443732346),-97.76011171494545
Airplane look- two red lights- flying- stopped in mid-air for 14 seconds- then came straight down rapidly,Houston,TX,2015-06-30T22:00:00,unknown,2 minutes,"Occurred : 6/30/2015 22:00  (Entered as : 06/30/15 22:00) Reported: 6/30/2015 4:04:43 PM 16:04 Posted: 7/3/2015 Location: Houston, TX Shape: Unknown Duration:2 minutes",http://www.nuforc.org/webreports/119/S119913.html,"Airplane look- two red lights- flying- stopped in mid-air for 14 seconds- then came straight down rapidly Very strange    Object appeared moving East to West at something close to normal plane speed in Eastern sky.  The reason I noticed it was that it had only two red lights--not the normal red, white and green seen on airplanes.   Then it stopped- just plain stopped- for maybe 10 to 15 seconds- then began a rapid descent straight down- It wasn't too far from me- perhaps anywhere from 1 to 5 miles East of my location- the Spring Branch area of Houston- which is approximately 12 miles west of downtown.   I was glad it wasn't closer because it may have been out to take someone or something.  It disappeared behind the tree horizon and did not reappear.  I'm sorry but did not have camera with me.  It did not come down like a helicopter- but it motored straight down- weird.  Actual shape was not evident but similar to plane. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-03T00:00:00,29.777493696652666,POINT(-95.4512204483613 29.777493696652666),-95.4512204483613
Red light chanes to orange as it moves overhead.,Bertram,TX,2015-06-06T22:19:00,light,1 minute,"Occurred : 6/6/2015 22:19  (Entered as : 06/06/2015 22:19) Reported: 6/8/2015 5:47:57 PM 17:47 Posted: 6/15/2015 Location: Bertram, TX Shape: Light Duration:1 minute",http://www.nuforc.org/webreports/119/S119424.html,Red light chanes to orange as it moves overhead. My husband and saw a red light coming from the west.  As it passed overhead the color became more orange to yellow.   We turned around and watched it as long we could.   We did not hear any noise.,2015-06-15T00:00:00,30.7654,POINT(-98.0408 30.7654),-98.0408
Writing in the sky.,Coppell,TX,2015-07-01T08:15:00,unknown,40 minutes,"Occurred : 7/1/2015 08:15  (Entered as : 7/1/15 8:15) Reported: 7/1/2015 6:45:32 AM 06:45 Posted: 7/3/2015 Location: Coppell, TX Shape: Unknown Duration:40 minutes",http://www.nuforc.org/webreports/119/S119923.html,"Writing in the sky. As my husband and I were driving home from dropping off my car for repairs, we were down the street from our home, when I looked up and saw wiring (sic. Writing) in the sky.  I was trying to take pictures while we drove but it was to shaky and you many trees.  We arrived home and I saw another letter or number being created but the craft creating it was not visible.   I have a picture and video of this happening.   It liked (sic.  Looked) like maybe ""boom town 7/3.""  Very weird.",2015-07-03T00:00:00,32.95879999999996,POINT(-96.98120000000013 32.95879999999996),-96.98120000000013
